208
384
0	16
1	16
2	16
3	16
4	17
5	17
6	17
7	17
8	18
9	18
10	18
11	18
12	19
13	19
14	19
15	19
16	20
17	20
18	20
19	20
16	21
17	21
18	21
19	21
16	22
17	22
18	22
19	22
16	23
17	23
18	23
19	23
20	24
20	25
20	26
20	27
21	28
21	29
21	30
21	31
22	32
22	33
22	34
22	35
23	36
23	37
23	38
23	39
0	40
1	40
2	40
3	40
4	41
5	41
6	41
7	41
8	42
9	42
10	42
11	42
12	43
13	43
14	43
15	43
40	44
41	44
42	44
43	44
40	45
41	45
42	45
43	45
40	46
41	46
42	46
43	46
40	47
41	47
42	47
43	47
44	48
44	49
44	50
44	51
45	52
45	53
45	54
45	55
46	56
46	57
46	58
46	59
47	60
47	61
47	62
47	63
0	64
1	64
2	64
3	64
4	65
5	65
6	65
7	65
8	66
9	66
10	66
11	66
12	67
13	67
14	67
15	67
64	68
65	68
66	68
67	68
64	69
65	69
66	69
67	69
64	70
65	70
66	70
67	70
64	71
65	71
66	71
67	71
68	72
68	73
68	74
68	75
69	76
69	77
69	78
69	79
70	80
70	81
70	82
70	83
71	84
71	85
71	86
71	87
0	88
1	88
2	88
3	88
4	89
5	89
6	89
7	89
8	90
9	90
10	90
11	90
12	91
13	91
14	91
15	91
88	92
89	92
90	92
91	92
88	93
89	93
90	93
91	93
88	94
89	94
90	94
91	94
88	95
89	95
90	95
91	95
92	96
92	97
92	98
92	99
93	100
93	101
93	102
93	103
94	104
94	105
94	106
94	107
95	108
95	109
95	110
95	111
0	112
1	112
2	112
3	112
4	113
5	113
6	113
7	113
8	114
9	114
10	114
11	114
12	115
13	115
14	115
15	115
112	116
113	116
114	116
115	116
112	117
113	117
114	117
115	117
112	118
113	118
114	118
115	118
112	119
113	119
114	119
115	119
116	120
116	121
116	122
116	123
117	124
117	125
117	126
117	127
118	128
118	129
118	130
118	131
119	132
119	133
119	134
119	135
0	136
1	136
2	136
3	136
4	137
5	137
6	137
7	137
8	138
9	138
10	138
11	138
12	139
13	139
14	139
15	139
136	140
137	140
138	140
139	140
136	141
137	141
138	141
139	141
136	142
137	142
138	142
139	142
136	143
137	143
138	143
139	143
140	144
140	145
140	146
140	147
141	148
141	149
141	150
141	151
142	152
142	153
142	154
142	155
143	156
143	157
143	158
143	159
0	160
1	160
2	160
3	160
4	161
5	161
6	161
7	161
8	162
9	162
10	162
11	162
12	163
13	163
14	163
15	163
160	164
161	164
162	164
163	164
160	165
161	165
162	165
163	165
160	166
161	166
162	166
163	166
160	167
161	167
162	167
163	167
164	168
164	169
164	170
164	171
165	172
165	173
165	174
165	175
166	176
166	177
166	178
166	179
167	180
167	181
167	182
167	183
0	184
1	184
2	184
3	184
4	185
5	185
6	185
7	185
8	186
9	186
10	186
11	186
12	187
13	187
14	187
15	187
184	188
185	188
186	188
187	188
184	189
185	189
186	189
187	189
184	190
185	190
186	190
187	190
184	191
185	191
186	191
187	191
188	192
188	193
188	194
188	195
189	196
189	197
189	198
189	199
190	200
190	201
190	202
190	203
191	204
191	205
191	206
191	207
